pedon_Key,User_pedon_ID,peiid,soil_name,class_type,classification_name,pedlabsampnum,site_key,project_key,siteiid,usiteid,Primary_Lab_Report,pedon_Description_Report,Soil_Profile,Soil_web,country_code,country_name,state_code,state_name,county_code,county_name,mlra_code,mlra_name,ssa_code,ssa_name,lat,long
8919,S1981NY089013,104747,heuvelton,series,"Fine, mixed, active, frigid Aquic Glossoboralfs",81P0808,8919,664,104764,S1981NY089013,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8919&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981NY089013,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=104747,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.2169,-75.3878",US,United States,NY,New York,NY089,St. Lawrence,142,St. Lawrence-Champlain Plain,NY089,"St. Lawrence County, New York",44.216945600,-75.387779200
8920,S1981NY089018,104751,heuvelton,series,"Very-fine, mixed, frigid Aquic Glossoboralfs",81P0809,8920,664,104768,S1981NY089018,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8920&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981NY089018,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=104751,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.3897,-75.4772",US,United States,NY,New York,NY089,St. Lawrence,142,St. Lawrence-Champlain Plain,NY089,"St. Lawrence County, New York",44.389720900,-75.477218600
8921,S1981NY089040,104759,heuvelton,series,"Fine, mixed, active, frigid Aquic Glossoboralfs",81P0810,8921,664,104776,S1981NY089040,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8921&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981NY089040,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=104759,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.3897,-75.4772",US,United States,NY,New York,NY089,St. Lawrence,142,St. Lawrence-Champlain Plain,NY089,"St. Lawrence County, New York",44.389720900,-75.477218600
8922,81WY037001,164217,unnamed,NULL,"Fine, montmorillonitic (calcareous), frigid Ustertic Torriorthents",81P0811,8922,665,168715,S1981WY037001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8922&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81WY037001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=164217,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=41.6458,-108.025",US,United States,WY,Wyoming,WY037,Sweetwater,34,"Central Desertic Basins, Mountains, and Plateaus",WY750,"Sweetwater County Area, Wyoming, Southern Part",41.645832100,-108.025276200
8923,81WY037002,164223,unnamed,taxadjunct,"Fine-loamy, mixed, frigid Typic Haplargids",81P0812,8923,665,168721,S1981WY037002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8923&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81WY037002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=164223,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=42.0519,-107.902",US,United States,WY,Wyoming,WY037,Sweetwater,34,"Central Desertic Basins, Mountains, and Plateaus",WY750,"Sweetwater County Area, Wyoming, Southern Part",42.051944700,-107.901947000
8924,81WY037004,164621,(unnamed),NULL,"Coarse-loamy, mixed, frigid Typic Calciorthids",81P0813,8924,665,169091,S1981WY037004,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8924&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81WY037004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=164621,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=41.5114,-109.798",US,United States,WY,Wyoming,WY037,Sweetwater,34,"Central Desertic Basins, Mountains, and Plateaus",WY750,"Sweetwater County Area, Wyoming, Southern Part",41.511390700,-109.798057600
8925,81WY037005,164624,unnamed,taxadjunct,"Clayey, montmorillonitic, frigid, shallow Typic Natrargids",81P0814,8925,665,169096,S1981WY037005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8925&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81WY037005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=164624,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=41.5369,-109.936",US,United States,WY,Wyoming,WY037,Sweetwater,34,"Central Desertic Basins, Mountains, and Plateaus",WY750,"Sweetwater County Area, Wyoming, Southern Part",41.536945300,-109.935554500
8927,81WY037007,164642,unnamed,NULL,"Loamy, mixed (calcareous), frigid, shallow Typic Torriorthents",81P0816,8927,665,169116,S1981WY037007,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8927&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81WY037007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=164642,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=41.5897,-109.101",US,United States,WY,Wyoming,WY037,Sweetwater,34,"Central Desertic Basins, Mountains, and Plateaus",WY750,"Sweetwater County Area, Wyoming, Southern Part",41.589721700,-109.101387000
8928,81WY037008,164644,unnamed,series,"Clayey, montmorillonitic (calcareous), frigid Typic Torriorthents",81P0817,8928,665,169117,S1981WY037008,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8928&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81WY037008,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=164644,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=41.3778,-108.865",US,United States,WY,Wyoming,WY037,Sweetwater,34,"Central Desertic Basins, Mountains, and Plateaus",WY750,"Sweetwater County Area, Wyoming, Southern Part",41.377777100,-108.864723200
8929,81WY037009,164650,unnamed,variant,"Loamy, mixed Borollic Lithic Calciorthids",81P0818,8929,665,169122,S1981WY037009,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8929&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81WY037009,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=164650,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=41.7972,-108.902",US,United States,WY,Wyoming,WY037,Sweetwater,34,"Central Desertic Basins, Mountains, and Plateaus",WY750,"Sweetwater County Area, Wyoming, Southern Part",41.797222100,-108.902221700
8931,81WY037011,164662,unnamed,series,"Mixed, frigid Ustic Torripsamments",81P0820,8931,665,169130,S1981WY037011,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8931&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81WY037011,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=164662,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=41.9344,-108.942",US,United States,WY,Wyoming,WY037,Sweetwater,34,"Central Desertic Basins, Mountains, and Plateaus",WY750,"Sweetwater County Area, Wyoming, Southern Part",41.934444400,-108.941665600
8932,81WY037003,164617,unnamed,taxadjunct,"Loamy, mixed (calcareous), frigid, shallow Typic Torriorthents",81P0821,8932,665,169083,S1981WY037003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8932&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81WY037003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=164617,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=41.6614,-108.655",US,United States,WY,Wyoming,WY037,Sweetwater,34,"Central Desertic Basins, Mountains, and Plateaus",WY750,"Sweetwater County Area, Wyoming, Southern Part",41.661388400,-108.655281100
8933,S1981WI067340,1253132,antigo,series,"Coarse-loamy over sandy or sandy-skeletal, mixed, frigid Haplic Glossudalfs",81P0822,8933,666,110964,S1981WI067340,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8933&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981WI067340,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=1253132,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.1331,-89.1819",US,United States,WI,Wisconsin,WI067,Langlade,90,Central Wisconsin and Minnesota Thin Loess and Till,WI067,"Langlade County, Wisconsin",45.133056600,-89.181945800
8935,S1981WI073001,110981,magnor,series,"Coarse-loamy, mixed, frigid Aquic Glossudalfs",81P0824,8935,666,110967,S1981WI073001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8935&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981WI073001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110981,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.1122,-89.4856",US,United States,WI,Wisconsin,WI073,Marathon,90B,"Wisconsin and Minnesota Thin Loess and Till, Southern Part",WI073,"Marathon County, Wisconsin",45.112220800,-89.485557600
8936,S1981WI073002,110982,magnor,series,"Coarse-loamy, mixed, frigid Aquic Glossudalfs",81P0825,8936,666,110968,S1981WI073002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8936&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981WI073002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110982,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.1119,-89.4844",US,United States,WI,Wisconsin,WI073,Marathon,90B,"Wisconsin and Minnesota Thin Loess and Till, Southern Part",WI073,"Marathon County, Wisconsin",45.111946100,-89.484443700
8938,S1981WI073004,110984,meadland,taxadjunct,"Fine-loamy, mixed, superactive, frigid Glossaquic Paleudalfs",81P0827,8938,666,110970,S1981WI073004,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8938&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981WI073004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110984,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.8083,-89.5775",US,United States,WI,Wisconsin,WI073,Marathon,90B,"Wisconsin and Minnesota Thin Loess and Till, Southern Part",WI073,"Marathon County, Wisconsin",44.808334400,-89.577499400
8939,S1981WI073005,918008,rosholt,taxadjunct,"Coarse-loamy, mixed, frigid Haplic Glossudalfs",81P0828,8939,666,110971,S1981WI073005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8939&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981WI073005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=918008,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.7608,-89.3989",US,United States,WI,Wisconsin,WI073,Marathon,90A,"Wisconsin and Minnesota Thin Loess and Till, Northern Part",WI073,"Marathon County, Wisconsin",44.760833700,-89.398887600
8941,81TX355001,120705,victine,series,"Fine, smectitic, hyperthermic Udic Pellusterts",81P0830,8941,667,118961,S1981TX355001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8941&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81TX355001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120705,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=27.6083,-97.4569",US,United States,TX,Texas,TX355,Nueces,150B,Gulf Coast Saline Prairies,TX355,"Nueces County, Texas",27.608333600,-97.456947300
8942,81TX355002,120706,victine,series,"Fine, smectitic, hyperthermic Udic Pellusterts",81P0831,8942,667,118962,S1981TX355002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8942&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81TX355002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120706,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=27.6125,-97.4583",US,United States,TX,Texas,TX355,Nueces,150A,Gulf Coast Prairies,TX355,"Nueces County, Texas",27.612499200,-97.458335900
8943,81TX355003,120707,(unnamed),NULL,"Fine, smectitic, hyperthermic Vertic Ustochrept",81P0832,8943,667,118963,S1981TX355003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8943&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81TX355003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120707,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=27.6194,-97.4472",US,United States,TX,Texas,TX355,Nueces,150A,Gulf Coast Prairies,TX355,"Nueces County, Texas",27.619443900,-97.447219800
8944,81TX355004,120708,victine,series,"Fine, smectitic, hyperthermic Udic Pellusterts",81P0833,8944,667,118964,S1981TX355004,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8944&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81TX355004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120708,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=27.6222,-97.4347",US,United States,TX,Texas,TX355,Nueces,150A,Gulf Coast Prairies,TX355,"Nueces County, Texas",27.622222900,-97.434722900
8956,1981MS107012,1171934,morganfield,series,"Coarse-silty, mixed, active, nonacid, thermic Typic Udifluvents",81P0845,8956,668,1205126,S1981MS107012,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8956&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=1981MS107012,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=1171934,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=34.2706,-89.8278",US,United States,MS,Mississippi,MS107,Panola,134,Southern Mississippi Valley Loess,MS107,"Panola County, Mississippi",34.270555600,-89.827777800
8959,S1981OR019002,113843,honeygrove,taxadjunct,"Clayey, halloysitic Typic Palehumults",82P0002,8959,669,113188,S1981OR019002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8959&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981OR019002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113843,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.7356,-123.372",US,United States,OR,Oregon,OR019,Douglas,1,"Northern Pacific Coast Range, Foothills, and Valleys",OR649,"Douglas County Area, Oregon",43.735553700,-123.372222900
8960,S1981OR019003,113844,xanadu,series,"Clayey, kaolinitic Typic Palehumults",82P0003,8960,669,113189,S1981OR019003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8960&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981OR019003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113844,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.7736,-123.355",US,United States,OR,Oregon,OR019,Douglas,1,"Northern Pacific Coast Range, Foothills, and Valleys",OR649,"Douglas County Area, Oregon",43.773613000,-123.354721100
9027,81CO103001,120741,dunlatop,series,"Fine, smectitic Mollic Cryoboralfs",82P0070,9027,680,118997,S1981CO103001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9027&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81CO103001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120741,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.1172,-107.524",US,United States,CO,Colorado,CO103,Rio Blanco,48A,Southern Rocky Mountains,CO684,"Flat Tops Area, Colorado, Parts of Eagle, Garfield, Moffat, Rio Blanco, and Routt Counties",40.117221800,-107.524444600
9028,81CO103002,120742,ripple,series,"Fine-loamy, mixed, superactive Typic Cryoboralfs",82P0071,9028,680,118998,S1981CO103002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9028&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81CO103002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120742,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.1286,-107.315",US,United States,CO,Colorado,CO103,Rio Blanco,48A,Southern Rocky Mountains,CO685,"Rio Blanco County Area, Colorado",40.128612500,-107.315002400
9029,S1981ID013001,109888,starhope,series,"Fine, montmorillonitic, frigid Ultic Argixerolls",82P0072,9029,681,109874,S1981ID013001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9029&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981ID013001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=109888,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4528,-113.926",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID680,"Blaine County Area, Idaho",43.452777900,-113.926109300
9030,81ID013002,120743,winridge,series,"Fine, smectitic Argic Vertic Cryoborolls",82P0073,9030,681,118999,S1981ID013002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9030&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81ID013002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120743,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4269,-113.956",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID680,"Blaine County Area, Idaho",43.426944700,-113.956108100
9031,S1981ID013003,109889,rehfield,series,"Coarse-loamy, mixed, mesic Ultic Argixerolls",82P0074,9031,681,109875,S1981ID013003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9031&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981ID013003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=109889,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.2517,-113.63",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID780,"Craters of the Moon National Monument and Preserve, Idaho",43.251667000,-113.629722600
9032,81ID023001,120744,moonville,series,"Medial-skeletal, amorphic, frigid Vitric Haploxerands",82P0075,9032,681,119000,S1981ID023001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9032&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81ID023001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120744,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4982,-113.554",US,United States,ID,Idaho,ID023,Butte,11,Snake River Plains,ID763,"Butte County Area, Idaho, Parts of Butte and Bingham Counties",43.498233800,-113.553657500
9033,S1981ID013004,109890,lavacreek,series,Medial-skeletal Vitric Haplocryand,82P0076,9033,681,109876,S1981ID013004,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9033&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981ID013004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=109890,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4536,-113.637",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID680,"Blaine County Area, Idaho",43.453609500,-113.636665300
9034,S1981ID013005,109891,cinderhurst,series,"Fine-loamy, mixed, frigid Lithic Mollic Haploxeralfs",82P0077,9034,681,109877,S1981ID013005,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9034&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981ID013005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=109891,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.3722,-113.635",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID780,"Craters of the Moon National Monument and Preserve, Idaho",43.372222900,-113.635276800
9035,81ID013006,120745,peevywell,series,"Fine, smectitic, frigid Typic Durixerolls",82P0078,9035,681,119001,S1981ID013006,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9035&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81ID013006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120745,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4128,-114.01",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID680,"Blaine County Area, Idaho",43.412776900,-114.010276800
9036,81ID013007,956751,smelter,series,"Fine-silty, mixed, superactive, frigid Pachic Argixeroll",82P0079,9036,681,975045,81ID013007,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9036&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81ID013007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=956751,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4181,-114.005",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID680,"Blaine County Area, Idaho",43.418055600,-114.005000000
9037,S1981ID013008,109892,muldoon,series,"Fine-loamy, mixed, frigid Ultic Argixerolls",82P0080,9037,681,109878,S1981ID013008,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9037&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981ID013008,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=109892,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.5106,-114.063",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID680,"Blaine County Area, Idaho",43.510555300,-114.062500000
9065,S1981CT003001,594602,brancroft,taxadjunct,"Fine-silty, mixed, active, mesic Aquic Dystric Eutrudepts",82P0108,9065,685,112952,S1981CT003001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9065&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981CT003001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=594602,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=42.0095,-72.6348",US,United States,CT,Connecticut,CT003,Hartford,145,Connecticut Valley,CT600,State of Connecticut,42.009540400,-72.634812300
