pedon_Key,User_pedon_ID,peiid,Primary_Lab_Report,pedlabsampnum,pedon_Description_Report,Soil_Profile,Soil_web,country_code,country_name,state_code,state_name,county_code,county_name,mlra_code,mlra_name,ssa_code,ssa_name
8936,S1981WI073002,110982,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8936&r=1&submit1=Get+Report,81P0825,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981WI073002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110982,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=45.1119,-89.4844",US,United States,WI,Wisconsin,WI073,Marathon,90B,"Wisconsin and Minnesota Thin Loess and Till, Southern Part",WI073,"Marathon County, Wisconsin"
8938,S1981WI073004,110984,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8938&r=1&submit1=Get+Report,81P0827,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981WI073004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110984,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.8083,-89.5775",US,United States,WI,Wisconsin,WI073,Marathon,90B,"Wisconsin and Minnesota Thin Loess and Till, Southern Part",WI073,"Marathon County, Wisconsin"
8939,S1981WI073005,918008,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8939&r=1&submit1=Get+Report,81P0828,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981WI073005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=918008,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=44.7608,-89.3989",US,United States,WI,Wisconsin,WI073,Marathon,90A,"Wisconsin and Minnesota Thin Loess and Till, Northern Part",WI073,"Marathon County, Wisconsin"
8941,81TX355001,120705,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8941&r=1&submit1=Get+Report,81P0830,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81TX355001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120705,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=27.6083,-97.4569",US,United States,TX,Texas,TX355,Nueces,150B,Gulf Coast Saline Prairies,TX355,"Nueces County, Texas"
8942,81TX355002,120706,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8942&r=1&submit1=Get+Report,81P0831,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81TX355002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120706,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=27.6125,-97.4583",US,United States,TX,Texas,TX355,Nueces,150A,Gulf Coast Prairies,TX355,"Nueces County, Texas"
8943,81TX355003,120707,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8943&r=1&submit1=Get+Report,81P0832,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81TX355003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120707,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=27.6194,-97.4472",US,United States,TX,Texas,TX355,Nueces,150A,Gulf Coast Prairies,TX355,"Nueces County, Texas"
8944,81TX355004,120708,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8944&r=1&submit1=Get+Report,81P0833,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81TX355004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120708,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=27.6222,-97.4347",US,United States,TX,Texas,TX355,Nueces,150A,Gulf Coast Prairies,TX355,"Nueces County, Texas"
8956,1981MS107012,1171934,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8956&r=1&submit1=Get+Report,81P0845,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=1981MS107012,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=1171934,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=34.2706,-89.8278",US,United States,MS,Mississippi,MS107,Panola,134,Southern Mississippi Valley Loess,MS107,"Panola County, Mississippi"
8959,S1981OR019002,113843,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8959&r=1&submit1=Get+Report,82P0002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981OR019002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113843,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.7356,-123.372",US,United States,OR,Oregon,OR019,Douglas,1,"Northern Pacific Coast Range, Foothills, and Valleys",OR649,"Douglas County Area, Oregon"
8960,S1981OR019003,113844,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=8960&r=1&submit1=Get+Report,82P0003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981OR019003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113844,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.7736,-123.355",US,United States,OR,Oregon,OR019,Douglas,1,"Northern Pacific Coast Range, Foothills, and Valleys",OR649,"Douglas County Area, Oregon"
9027,81CO103001,120741,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9027&r=1&submit1=Get+Report,82P0070,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81CO103001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120741,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.1172,-107.524",US,United States,CO,Colorado,CO103,Rio Blanco,48A,Southern Rocky Mountains,CO684,"Flat Tops Area, Colorado, Parts of Eagle, Garfield, Moffat, Rio Blanco, and Routt Counties"
9028,81CO103002,120742,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9028&r=1&submit1=Get+Report,82P0071,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81CO103002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120742,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=40.1286,-107.315",US,United States,CO,Colorado,CO103,Rio Blanco,48A,Southern Rocky Mountains,CO685,"Rio Blanco County Area, Colorado"
9029,S1981ID013001,109888,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9029&r=1&submit1=Get+Report,82P0072,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981ID013001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=109888,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4528,-113.926",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID680,"Blaine County Area, Idaho"
9030,81ID013002,120743,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9030&r=1&submit1=Get+Report,82P0073,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81ID013002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120743,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4269,-113.956",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID680,"Blaine County Area, Idaho"
9031,S1981ID013003,109889,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9031&r=1&submit1=Get+Report,82P0074,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981ID013003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=109889,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.2517,-113.63",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID780,"Craters of the Moon National Monument and Preserve, Idaho"
9032,81ID023001,120744,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9032&r=1&submit1=Get+Report,82P0075,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81ID023001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120744,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4982,-113.554",US,United States,ID,Idaho,ID023,Butte,11,Snake River Plains,ID763,"Butte County Area, Idaho, Parts of Butte and Bingham Counties"
9033,S1981ID013004,109890,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9033&r=1&submit1=Get+Report,82P0076,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981ID013004,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=109890,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4536,-113.637",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID680,"Blaine County Area, Idaho"
9034,S1981ID013005,109891,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9034&r=1&submit1=Get+Report,82P0077,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981ID013005,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=109891,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.3722,-113.635",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID780,"Craters of the Moon National Monument and Preserve, Idaho"
9035,81ID013006,120745,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9035&r=1&submit1=Get+Report,82P0078,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81ID013006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120745,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4128,-114.01",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID680,"Blaine County Area, Idaho"
9036,81ID013007,956751,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9036&r=1&submit1=Get+Report,82P0079,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81ID013007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=956751,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.4181,-114.005",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID680,"Blaine County Area, Idaho"
9037,S1981ID013008,109892,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9037&r=1&submit1=Get+Report,82P0080,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981ID013008,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=109892,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=43.5106,-114.063",US,United States,ID,Idaho,ID013,Blaine,10A,Big and Little Wood River Footslopes and Plains (proposed),ID680,"Blaine County Area, Idaho"
9065,S1981CT003001,594602,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9065&r=1&submit1=Get+Report,82P0108,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981CT003001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=594602,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=42.0095,-72.6348",US,United States,CT,Connecticut,CT003,Hartford,145,Connecticut Valley,CT600,State of Connecticut
9066,S1981CT003002,594603,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9066&r=1&submit1=Get+Report,82P0109,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981CT003002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=594603,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=41.8565,-72.6473",US,United States,CT,Connecticut,CT003,Hartford,145,Connecticut Valley,CT600,State of Connecticut
9069,S1978MA009006,791757,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9069&r=1&submit1=Get+Report,82P0112,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978MA009006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=791757,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=42.6518,-70.8289",US,United States,MA,Massachusetts,MA009,Essex,144A,"New England and Eastern New York Upland, Southern Part",MA605,"Essex County, Massachusetts, Northern Part"
9070,S1978MA009007,791758,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9070&r=1&submit1=Get+Report,82P0113,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978MA009007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=791758,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=42.554,-70.9109",US,United States,MA,Massachusetts,MA009,Essex,144A,"New England and Eastern New York Upland, Southern Part",MA605,"Essex County, Massachusetts, Northern Part"
9089,S1981NM039006,113823,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9089&r=1&submit1=Get+Report,82P0132,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981NM039006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113823,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=36.8661,-106.728",US,United States,NM,New Mexico,NM039,Rio Arriba,48A,Southern Rocky Mountains,NM650,"Rio Arriba Area, New Mexico, Parts of Rio Arriba and Sandoval Counties"
9090,S1981NM039007,113824,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9090&r=1&submit1=Get+Report,82P0133,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981NM039007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113824,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=36.8498,-106.752",US,United States,NM,New Mexico,NM039,Rio Arriba,48A,Southern Rocky Mountains,NM650,"Rio Arriba Area, New Mexico, Parts of Rio Arriba and Sandoval Counties"
9092,S1981NM039010,113826,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9092&r=1&submit1=Get+Report,82P0135,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981NM039010,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113826,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=36.9339,-106.598",US,United States,NM,New Mexico,NM039,Rio Arriba,48A,Southern Rocky Mountains,NM650,"Rio Arriba Area, New Mexico, Parts of Rio Arriba and Sandoval Counties"
9096,S1981MO185001,110184,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9096&r=1&submit1=Get+Report,82P0139,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981MO185001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110184,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.0092,-93.7169",US,United States,MO,Missouri,MO185,St. Clair,112,Cherokee Prairies,MO185,"St. Clair County, Missouri"
9097,S1981MO185002,110185,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9097&r=1&submit1=Get+Report,82P0140,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981MO185002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110185,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.1603,-93.8885",US,United States,MO,Missouri,MO185,St. Clair,112,Cherokee Prairies,MO185,"St. Clair County, Missouri"
9098,S1981MO185003,110186,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9098&r=1&submit1=Get+Report,82P0141,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981MO185003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110186,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=37.9723,-94.036",US,United States,MO,Missouri,MO185,St. Clair,116B,Springfield Plain,MO185,"St. Clair County, Missouri"
9099,1981MO185004S,110187,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9099&r=1&submit1=Get+Report,82P0142,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=1981MO185004S,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110187,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.0753,-93.5641",US,United States,MO,Missouri,MO185,St. Clair,116A,Ozark Highland,MO185,"St. Clair County, Missouri"
9100,1981MO185005S,110188,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9100&r=1&submit1=Get+Report,82P0143,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=1981MO185005S,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110188,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.0926,-93.5785",US,United States,MO,Missouri,MO185,St. Clair,116B,Springfield Plain,MO185,"St. Clair County, Missouri"
9101,1981MO185006S,110189,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9101&r=1&submit1=Get+Report,82P0144,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=1981MO185006S,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110189,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=37.9489,-94.0397",US,United States,MO,Missouri,MO185,St. Clair,116B,Springfield Plain,MO185,"St. Clair County, Missouri"
9102,1981MO185007S,110190,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9102&r=1&submit1=Get+Report,82P0145,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=1981MO185007S,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110190,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=37.9731,-93.7366",US,United States,MO,Missouri,MO185,St. Clair,116A,Ozark Highland,MO185,"St. Clair County, Missouri"
9113,MLRA78-Kamay-TX009-006,248573,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9113&r=1&submit1=Get+Report,82P0156,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=MLRA78-Kamay-TX009-006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=248573,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.7833,-98.9167",US,United States,TX,Texas,TX009,Archer,78C,"Central Rolling Red Plains, Eastern Part",TX009,"Archer County, Texas"
9114,MLRA78-Kirkland-TX009-007,248581,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9114&r=1&submit1=Get+Report,82P0157,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=MLRA78-Kirkland-TX009-007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=248581,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.7667,-98.8",US,United States,TX,Texas,TX009,Archer,78C,"Central Rolling Red Plains, Eastern Part",TX009,"Archer County, Texas"
9115,MLRA78-Rotan-TX009-008,248568,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9115&r=1&submit1=Get+Report,82P0158,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=MLRA78-Rotan-TX009-008,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=248568,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.7,-98.8333",US,United States,TX,Texas,TX009,Archer,78C,"Central Rolling Red Plains, Eastern Part",TX009,"Archer County, Texas"
9116,MLRA78-Mangum-TX009-009,248583,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9116&r=1&submit1=Get+Report,82P0159,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=MLRA78-Mangum-TX009-009,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=248583,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.6667,-98.5167",US,United States,TX,Texas,TX009,Archer,78C,"Central Rolling Red Plains, Eastern Part",TX009,"Archer County, Texas"
9117,MLRA78-Bluegrove-TX009-010,248582,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9117&r=1&submit1=Get+Report,82P0160,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=MLRA78-Bluegrove-TX009-010,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=248582,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.5333,-98.55",US,United States,TX,Texas,TX009,Archer,78C,"Central Rolling Red Plains, Eastern Part",TX009,"Archer County, Texas"
9118,S1981TX009011,110723,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9118&r=1&submit1=Get+Report,82P0161,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981TX009011,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110723,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.4222,-98.6014",US,United States,TX,Texas,TX009,Archer,80B,Texas North-Central Prairies,TX009,"Archer County, Texas"
9119,S1981TX237003,110769,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9119&r=1&submit1=Get+Report,82P0162,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981TX237003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110769,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.1333,-98.1667",US,United States,TX,Texas,TX237,Jack,80B,Texas North-Central Prairies,TX237,"Jack County, Texas"
9121,S1981TX143003,864020,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9121&r=1&submit1=Get+Report,82P0164,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981TX143003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=864020,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=32.3934,-98.3999",US,United States,TX,Texas,TX143,Erath,84B,West Cross Timbers,TX143,"Erath County, Texas"
